YEAR,MO,DY,HR,QV2M,RH2M,PRECTOTCORR,PS,WS50M,WD50M
2014,8,24,12,7.51,17.69,0,98.01,7.37,326.82
2014,8,24,13,7.63,17.69,0,97.96,7.95,324.68
2014,8,24,14,7.63,18,0,97.92,8.34,323.11
2014,8,24,15,7.63,18.69,0,97.91,8.59,322.72
2014,8,24,16,7.69,20,0,97.92,8.59,323.65
2014,8,24,17,7.81,22.38,0,97.94,8.28,324.48
2014,8,24,18,8.24,27.5,0,97.97,6.94,322.55
2014,8,24,19,8.67,34.88,0,98.03,5.77,323.42
2014,8,24,20,8.97,39.62,0,98.08,4.85,333.1
2014,8,24,21,9.22,43.44,0,98.08,4.01,344.18
2014,8,24,22,9.28,45.81,0,98.07,3.39,352.45
2014,8,24,23,9.4,47.94,0,98.07,3.11,353.21
2014,8,25,0,9.52,50.25,0,98.05,3.18,351.95
2014,8,25,1,9.64,52.81,0,98.04,3.35,354.78
2014,8,25,2,9.7,55.06,0,98.03,3.47,359.48
2014,8,25,3,9.7,56.94,0,98.02,3.75,4.54
2014,8,25,4,9.64,58.25,0,98.03,4,10.59
2014,8,25,5,9.64,59.62,0,98.06,4.29,16.16
2014,8,25,6,9.77,50.94,0,98.08,4.18,19.99
2014,8,25,7,9.77,41.81,0,98.09,4.69,20.79
2014,8,25,8,9.34,31.81,0,98.08,5.71,23.3
2014,8,25,9,8.61,25.81,0,98.07,4.99,19.97
2014,8,25,10,8,21.69,0,98.05,4.44,13.11
2014,8,25,11,7.51,18.88,0,98.01,4.09,5.37
2014,8,25,12,7.2,17.19,0,97.96,3.92,355.31
2014,8,25,13,7.02,16.25,0,97.91,4.09,343.68
2014,8,25,14,6.9,15.88,0,97.85,4.65,333.69
2014,8,25,15,6.9,16.19,0,97.83,5.5,327.42
2014,8,25,16,6.9,17.19,0,97.82,6.59,324.41
2014,8,25,17,7.2,19.56,0,97.84,7.86,323.89
2014,8,25,18,8.24,26.06,0,97.88,8.56,326.09
2014,8,25,19,9.89,36.56,0,97.96,8.53,335.31
2014,8,25,20,11.35,46.69,0,98.04,8.12,346.47
2014,8,25,21,12.27,54.94,0,98.07,7.35,356.04
2014,8,25,22,12.7,60.81,0,98.08,6.39,2.52
2014,8,25,23,12.82,64.06,0,98.08,5.75,5.77
2014,8,26,0,12.76,65.94,0,98.08,5.37,6.17
2014,8,26,1,12.7,68.12,0,98.07,5.18,7.63
2014,8,26,2,12.63,70.19,0,98.05,5.08,11.9
2014,8,26,3,12.57,72.25,0,98.04,4.79,15.51
2014,8,26,4,12.51,74.12,0,98.05,4.58,17.35
2014,8,26,5,12.51,75.44,0,98.06,4.54,22.33
2014,8,26,6,12.45,67.31,0,98.07,4.25,30.24
2014,8,26,7,12.21,55.44,0,98.08,4.26,39.79
2014,8,26,8,11.47,42.44,0,98.09,3.81,37.93
2014,8,26,9,9.95,30,0,98.09,3.23,27.37
2014,8,26,10,9.03,23.75,0,98.05,2.67,14.04
2014,8,26,11,8.54,20.44,0,98,2.34,350.98
2014,8,26,12,8.42,19.06,0,97.95,2.69,327.92
2014,8,26,13,8.36,18.56,0,97.9,3.46,314.82
2014,8,26,14,8.42,18.75,0,97.87,4.35,309.17
2014,8,26,15,8.42,19.44,0,97.84,5.2,307.13
2014,8,26,16,8.42,20.88,0,97.85,6.05,307.12
2014,8,26,17,8.67,23.62,0,97.88,6.81,309.28
2014,8,26,18,9.09,29.12,0,97.91,6.66,309.14
2014,8,26,19,9.77,36.31,0,97.95,6.07,313.85
2014,8,26,20,10.5,42.44,0,97.99,5.27,325.7
2014,8,26,21,11.29,48.5,0,98,4.88,342.49
2014,8,26,22,11.84,53.88,0,98,4.6,356.59
2014,8,26,23,12.08,57.75,0,98,4.45,4.43
2014,8,27,0,12.15,60.12,0,98,4.35,7.85
2014,8,27,1,12.15,62.25,0,97.98,4.17,10.26
2014,8,27,2,12.08,64,0,97.97,3.96,12.64
2014,8,27,3,12.02,65.62,0,97.95,3.77,15.28
2014,8,27,4,11.96,67.25,0,97.95,3.64,16.45
2014,8,27,5,11.96,69.19,0,97.96,3.62,18.86
2014,8,27,6,12.02,63.88,0,97.98,3.22,22.71
2014,8,27,7,11.96,53.62,0,97.98,3.3,20.49
2014,8,27,8,11.47,40.5,0,97.97,3.18,21.59
2014,8,27,9,10.38,30.5,0,97.94,2.53,15.19
2014,8,27,10,9.58,24.5,0,97.89,1.98,351.13
2014,8,27,11,9.34,21.75,0,97.83,2.18,315.87
2014,8,27,12,9.16,20.5,0,97.78,3.13,295.92
2014,8,27,13,8.97,19.88,0,97.74,4.28,289.53
2014,8,27,14,8.73,19.81,0,97.7,5.28,288.35
2014,8,27,15,8.48,20.44,0,97.69,5.96,290.17
2014,8,27,16,8.24,21.56,0,97.71,6.22,294.02
2014,8,27,17,7.93,23.19,0,97.72,6.22,299.91
2014,8,27,18,7.81,26.88,0,97.74,5.78,302.36
2014,8,27,19,7.93,32.44,0,97.77,5.31,307.59
2014,8,27,20,8.24,36.88,0,97.79,4.68,317.3
2014,8,27,21,8.79,42.31,0,97.78,4.03,325.82
2014,8,27,22,9.4,47.69,0,97.76,3.42,337.59
2014,8,27,23,9.7,51.44,0,97.76,3.03,350.34
2014,8,28,0,9.89,54.19,0,97.74,2.81,1.43
2014,8,28,1,10.01,56.44,0,97.71,2.75,11.15
2014,8,28,2,10.01,57.88,0,97.7,2.79,18.43
2014,8,28,3,9.95,58.94,0,97.7,2.88,22.32
2014,8,28,4,9.89,59.81,0,97.7,3.02,24.91
2014,8,28,5,9.83,60.69,0,97.71,3.26,26.2
2014,8,28,6,9.89,53.38,0,97.74,3.21,27.25
2014,8,28,7,10.31,46,0,97.76,3.02,22.32
2014,8,28,8,10.44,36.38,0,97.76,3.34,16.87
2014,8,28,9,9.46,27.5,0,97.75,3.05,8.4
2014,8,28,10,8.61,22,0,97.71,2.77,352.39
2014,8,28,11,8,18.62,0,97.67,2.67,334.86
2014,8,28,12,7.57,16.69,0,97.64,2.86,317.99
2014,8,28,13,7.26,15.62,0,97.59,3.44,307.34
2014,8,28,14,7.08,15.19,0,97.55,4.13,303.51
2014,8,28,15,6.9,15.25,0,97.54,4.72,304.35
2014,8,28,16,6.77,16,0,97.56,5.18,310.29
2014,8,28,17,6.9,17.81,0,97.58,5.69,320.23
2014,8,28,18,7.45,23.5,0,97.63,5.97,331.22
2014,8,28,19,8.42,31.25,0,97.71,6,347.07
2014,8,28,20,9.64,38.94,0,97.78,6.04,2.3
2014,8,28,21,10.68,46.25,0,97.81,5.8,11.73
2014,8,28,22,11.41,52.31,0,97.82,5.4,16.65
2014,8,28,23,11.84,56.81,0,97.83,5.14,17.17
2014,8,29,0,12.08,60.44,0,97.84,5.27,19.05
2014,8,29,1,12.27,63.56,0,97.84,5.7,26.88
2014,8,29,2,12.45,66.38,0,97.85,5.75,26.74
2014,8,29,3,12.63,69.38,0,97.86,5.83,26.22
2014,8,29,4,12.88,72.25,0,97.88,6,27.1
2014,8,29,5,13,74.88,0,97.91,6.09,29.92
2014,8,29,6,13,69.12,0,97.96,5.95,34.13
2014,8,29,7,12.82,57.5,0,97.99,6.39,43.71
2014,8,29,8,12.57,46.88,0,98,5.77,45.77
2014,8,29,9,12.15,38.5,0,97.99,5,40.88
2014,8,29,10,11.66,32.06,0,97.96,4.24,33.43
2014,8,29,11,11.11,27.56,0,97.91,3.55,23.63
2014,8,29,12,10.56,24.44,0,97.87,3.16,8.09
2014,8,29,13,10.07,22.62,0,97.84,3.33,351.36
2014,8,29,14,9.7,21.88,0,97.79,3.92,342.47
2014,8,29,15,9.58,22.25,0,97.78,4.78,341.71
2014,8,29,16,9.64,23.81,0,97.8,5.9,346.68
2014,8,29,17,9.77,26.69,0,97.82,7.36,351.83
2014,8,29,18,10.07,32.31,0,97.86,8.75,357.08
2014,8,29,19,10.31,38.62,0,97.95,9.1,2.12
2014,8,29,20,10.31,44,0,98.02,8.71,7.84
2014,8,29,21,10.31,47.69,0,98.03,7.51,13.11
2014,8,29,22,10.31,50.31,0,98.02,6.14,15.41
2014,8,29,23,10.25,52.5,0,98.02,5.38,13.69
2014,8,30,0,10.19,54.25,0,98.03,5.09,10.79
2014,8,30,1,10.13,56.19,0,98.03,5,10.08
2014,8,30,2,10.13,58.25,0,98.04,5.04,9.27
2014,8,30,3,10.13,60.38,0,98.04,5.13,10.88
2014,8,30,4,10.19,62.38,0,98.05,5.05,13.24
2014,8,30,5,10.25,64.88,0,98.08,4.92,17.46
2014,8,30,6,10.38,62.44,0,98.09,4.48,23.75
2014,8,30,7,10.5,52.69,0,98.08,4.47,33.66
2014,8,30,8,10.74,43.06,0,98.09,3.94,38.89
2014,8,30,9,10.93,35.19,0,98.08,3.02,45.63
2014,8,30,10,10.44,29.06,0,98.04,1.85,37.98
2014,8,30,11,9.83,25.06,0,97.98,1.23,348.69
2014,8,30,12,9.28,22.5,0,97.94,2.05,307.09
2014,8,30,13,9.03,21.44,0,97.9,3.23,296.75
2014,8,30,14,8.97,21.69,0,97.88,4.34,295.83
2014,8,30,15,9.03,23,0,97.87,5.22,298.45
2014,8,30,16,9.28,25.56,0,97.88,5.9,302.79
2014,8,30,17,9.7,29.31,0,97.9,6.27,306.84
2014,8,30,18,10.44,35.94,0,97.92,6.16,309.6
2014,8,30,19,11.23,43.88,0,97.97,5.62,314.38
2014,8,30,20,11.9,50.94,0,98.01,4.85,323.57
2014,8,30,21,12.33,56.75,0,98.03,4.47,338.46
2014,8,30,22,12.45,61.38,0,98.03,4,347.24
2014,8,30,23,12.51,64.62,0,98.03,3.72,348.01
2014,8,31,0,12.39,66.81,0,98.01,3.79,346.42
2014,8,31,1,12.27,68.94,0,98,3.83,344.86
2014,8,31,2,12.21,71.06,0,97.99,3.79,345.45
2014,8,31,3,12.15,73.25,0,97.98,3.65,347.78
2014,8,31,4,12.08,75.38,0,97.98,3.48,350.71
2014,8,31,5,12.15,78,0,97.98,3.27,354.1
2014,8,31,6,12.15,74.44,0,97.99,3.01,3.27
2014,8,31,7,12.08,64.06,0,98,2.69,3.16
2014,8,31,8,11.9,52.06,0,98,2.04,353.42
2014,8,31,9,11.66,42.25,0,97.99,1.3,338.84
2014,8,31,10,11.29,35.62,0,97.95,1.44,295.73
2014,8,31,11,10.93,31.38,0,97.9,2.36,278.75
2014,8,31,12,10.68,28.94,0,97.86,3.39,274.49
2014,8,31,13,10.44,27.88,0,97.82,4.36,274.31
2014,8,31,14,10.25,27.75,0,97.79,5.32,276.5
2014,8,31,15,10.13,28.81,0,97.78,5.97,280.56
2014,8,31,16,10.07,30.94,0,97.79,6.22,285.66
2014,8,31,17,10.13,34.31,0,97.79,6.33,288.73
2014,8,31,18,10.44,40.31,0,97.8,6.11,286.88
2014,8,31,19,10.93,47.5,0,97.83,5.11,286.69
2014,8,31,20,11.54,54.12,0,97.87,4,294.11
2014,8,31,21,12.02,60.12,0,97.87,3.14,309.55
2014,8,31,22,12.33,65.19,0,97.86,2.6,325.78
2014,8,31,23,12.45,68.81,0,97.85,2.43,337.89
2014,9,1,0,12.39,71,0,97.82,2.43,341.27
2014,9,1,1,12.33,72.81,0,97.79,2.55,341.23
2014,9,1,2,12.21,74.25,0,97.78,2.74,341.05
2014,9,1,3,12.02,75.62,0,97.77,2.91,342.2
2014,9,1,4,11.96,77.12,0,97.78,3.02,343.95
2014,9,1,5,11.9,78.81,0,97.79,3.03,347.5
2014,9,1,6,11.78,72.31,0,97.8,2.91,353.22
2014,9,1,7,11.66,60.62,0,97.82,3.01,352.69
2014,9,1,8,11.47,50,0,97.82,2.31,347.89
2014,9,1,9,11.17,41.69,0,97.82,1.47,324.53
2014,9,1,10,10.44,34.38,0,97.79,1.74,281.92
2014,9,1,11,9.83,29.94,0,97.74,2.66,268.65
2014,9,1,12,9.46,27.5,0,97.7,3.55,266.22
2014,9,1,13,9.22,26.5,0,97.65,4.48,266.8
2014,9,1,14,9.16,27,0,97.62,5.31,268.73
2014,9,1,15,9.22,28.81,0,97.61,5.83,272
2014,9,1,16,9.4,32.19,0,97.64,6.07,276.95
2014,9,1,17,9.7,37.06,0,97.67,5.97,283.55
2014,9,1,18,10.13,44.31,0,97.7,5.29,289.13
2014,9,1,19,10.8,53.5,0,97.75,4.33,293.28
2014,9,1,20,11.41,60.94,0,97.78,3.61,302.01
2014,9,1,21,11.84,67.19,0,97.78,3.07,310.35
2014,9,1,22,12.15,72.44,0,97.77,2.66,315.71
2014,9,1,23,12.27,76.19,0,97.76,2.4,317.64
2014,9,2,0,12.33,78.81,0,97.75,2.25,318.51
2014,9,2,1,12.33,81.25,0,97.75,2.13,320.06
2014,9,2,2,12.33,83.19,0,97.75,2.01,323.53
2014,9,2,3,12.33,84.56,0,97.75,1.83,330.92
2014,9,2,4,12.27,85.31,0,97.76,1.59,345.76
2014,9,2,5,12.21,86,0,97.78,1.21,14.93
2014,9,2,6,12.08,79.5,0,97.79,1.13,58.83
2014,9,2,7,11.35,61.06,0,97.79,0.76,58.43
2014,9,2,8,10.25,45.06,0,97.79,0.68,135.47
2014,9,2,9,9.09,34.38,0,97.78,1.43,194.19
2014,9,2,10,8.36,27.75,0,97.75,2.54,222.01
2014,9,2,11,8,24.38,0,97.73,3.69,237.99
2014,9,2,12,8.12,24,0,97.71,4.75,245.84
2014,9,2,13,8.54,25.38,0,97.71,5.52,248.3
2014,9,2,14,8.91,27.44,0,97.7,5.76,247.75
2014,9,2,15,9.16,29.62,0,97.7,5.54,245.42
2014,9,2,16,9.34,32.56,0,97.73,5.13,242.11
2014,9,2,17,9.7,37.06,0,97.76,4.71,238.5
2014,9,2,18,10.31,45.75,0,97.79,4.25,235.64
2014,9,2,19,11.47,57.81,0,97.84,3.76,230.73
2014,9,2,20,12.63,68.06,0,97.87,3.2,220.94
2014,9,2,21,13.49,76.25,0,97.88,2.84,208.4
2014,9,2,22,13.98,82.19,0,97.88,2.57,195.51
2014,9,2,23,14.22,85.94,0,97.88,2.35,174.84
2014,9,3,0,14.22,88.19,0,97.88,2.49,149.41
2014,9,3,1,14.04,89.5,0,97.87,2.93,130.35
2014,9,3,2,13.73,89.5,0,97.85,3.43,118.9
2014,9,3,3,13.18,87.56,0,97.83,3.73,113.88
2014,9,3,4,12.63,83.5,0,97.82,3.75,116.08
2014,9,3,5,12.08,78.5,0,97.82,3.52,120.55
2014,9,3,6,11.6,68.25,0,97.84,3.15,123.89
2014,9,3,7,10.56,50.88,0,97.86,2.94,144.29
2014,9,3,8,9.64,37.62,0,97.88,3.87,171.89
2014,9,3,9,9.83,33.81,0.01,97.88,4.88,184.68
2014,9,3,10,9.83,31.25,0.01,97.87,5.8,193.87
2014,9,3,11,9.83,29.75,0.01,97.85,6.58,200.01
2014,9,3,12,9.95,29.12,0.01,97.81,7.05,202.82
2014,9,3,13,10.13,29.75,0,97.77,7.32,205.09
2014,9,3,14,10.25,30.88,0,97.74,7.42,207.32
2014,9,3,15,10.38,32.5,0,97.72,7.31,209.44
2014,9,3,16,10.56,34.94,0,97.73,6.98,211.91
2014,9,3,17,10.86,39.12,0,97.75,6.49,216.39
2014,9,3,18,11.47,46.75,0,97.79,5.51,228.45
2014,9,3,19,12.27,56,0,97.85,4.4,241.8
2014,9,3,20,13,63.56,0,97.9,3.39,249.23
2014,9,3,21,13.61,69.94,0.01,97.91,2.59,252.66
2014,9,3,22,14.1,74.94,0.02,97.9,1.96,251.2
2014,9,3,23,14.53,78.19,0.02,97.9,1.25,244.88
2014,9,4,0,14.77,80.06,0.02,97.89,0.54,216.21
2014,9,4,1,14.83,81.81,0.02,97.87,0.52,146.07
2014,9,4,2,14.89,83.88,0.02,97.87,0.86,127.28
2014,9,4,3,14.95,85.5,0.01,97.86,1.13,120.83
2014,9,4,4,14.95,86.5,0.02,97.87,1.3,113.33
2014,9,4,5,14.89,87.56,0.01,97.9,1.41,107.13
2014,9,4,6,14.89,83.06,0.03,97.94,1.35,103.07
2014,9,4,7,14.4,70.88,0.04,97.96,0.72,122.66
2014,9,4,8,12.94,56,0.03,97.99,0.54,213.23
2014,9,4,9,11.6,44.81,0.02,98,1.17,252.9
2014,9,4,10,10.68,38,0.01,97.99,1.85,264.67
2014,9,4,11,10.13,33.69,0.01,97.96,2.52,270.18
2014,9,4,12,9.83,31.25,0,97.92,3.19,273.93
2014,9,4,13,9.64,29.94,0,97.89,3.85,275.12
2014,9,4,14,9.64,30,0.01,97.86,4.38,276.25
2014,9,4,15,9.64,31.12,0.01,97.84,4.84,277.61
2014,9,4,16,9.7,33.5,0.01,97.85,5.25,280.11
2014,9,4,17,9.83,36.88,0,97.85,5.48,283.36
2014,9,4,18,10.07,42.19,0,97.89,5.33,283.14
2014,9,4,19,10.38,48.25,0,97.93,4.83,284.89
2014,9,4,20,10.86,53.88,0.01,97.97,4.27,292.72
2014,9,4,21,11.41,59.62,0.01,97.97,3.76,300.35
2014,9,4,22,11.84,64.69,0,97.95,3.45,310.04
2014,9,4,23,12.15,68.69,0,97.94,3.1,312.86
2014,9,5,0,12.39,72.44,0,97.91,2.82,312.87
2014,9,5,1,12.63,76.19,0,97.88,2.63,315.24
2014,9,5,2,12.88,79.5,0,97.86,2.49,320.61
2014,9,5,3,13,82.31,0,97.83,2.34,327.69
2014,9,5,4,13.06,84.62,0,97.82,2.21,336.88
2014,9,5,5,13.12,86.69,0,97.82,2.12,348.73
2014,9,5,6,13.12,81,0,97.82,2,0.45
2014,9,5,7,12.76,65.94,0.01,97.81,2.49,353.88
2014,9,5,8,12.08,51.94,0.04,97.81,2.73,349.11
2014,9,5,9,11.54,43.12,0.04,97.79,2.51,339.19
2014,9,5,10,11.23,37.75,0.04,97.76,2.57,318.7
2014,9,5,11,10.86,34.44,0.03,97.71,3.08,301.64
2014,9,5,12,10.56,32.25,0.04,97.67,3.77,292.68
2014,9,5,13,10.38,31.44,0.03,97.63,4.54,289.4
2014,9,5,14,10.25,31.88,0.04,97.59,5.23,289.08
2014,9,5,15,10.31,33.56,0.06,97.56,5.81,291.19
2014,9,5,16,10.31,35.62,0.04,97.57,6.28,294.24
2014,9,5,17,10.44,39.38,0.01,97.57,6.65,296.38
2014,9,5,18,10.86,45.81,0,97.59,6.44,295.6
2014,9,5,19,11.54,53.62,0,97.64,5.37,294.66
2014,9,5,20,12.33,60.31,0,97.67,4.81,301.19
2014,9,5,21,12.82,65.25,0,97.65,4.24,309.47
2014,9,5,22,13.12,69.12,0,97.64,3.32,314.05
2014,9,5,23,13.43,72.62,0,97.62,2.71,315.35
2014,9,6,0,13.67,75.81,0,97.6,2.53,315
2014,9,6,1,13.85,78.75,0,97.58,2.44,312.53
2014,9,6,2,14.1,82.44,0,97.58,2.46,308.94
2014,9,6,3,14.34,87.12,0,97.59,2.6,305.6
2014,9,6,4,14.59,92,0,97.61,2.75,305.86
2014,9,6,5,14.77,95.81,0.01,97.63,2.61,311.72
2014,9,6,6,14.77,89.5,0.02,97.65,2.36,322.67
2014,9,6,7,14.22,75.19,0.05,97.65,2.63,330.09
2014,9,6,8,13.37,61.06,0.08,97.66,2.66,332.53
2014,9,6,9,12.51,50.19,0.1,97.65,2.37,328.45
2014,9,6,10,11.84,42.88,0.07,97.62,2.22,312.15
2014,9,6,11,11.17,37.94,0.04,97.6,2.72,292.59
2014,9,6,12,10.62,35.12,0.04,97.59,3.53,284.22
2014,9,6,13,10.25,33.44,0.05,97.57,4.33,281.78
2014,9,6,14,10.01,32.81,0.05,97.56,5.1,280.67
2014,9,6,15,9.95,33.56,0.03,97.57,5.66,281.29
2014,9,6,16,9.95,35.88,0.01,97.6,5.96,283.96
2014,9,6,17,10.19,40.44,0,97.65,6.02,288.39
2014,9,6,18,10.68,48.44,0,97.7,5.56,290.55
2014,9,6,19,11.47,57.88,0,97.77,4.7,290.76
2014,9,6,20,12.27,66.12,0,97.83,4.02,294.22
2014,9,6,21,12.94,73.44,0,97.85,3.44,298.08
2014,9,6,22,13.43,79.31,0,97.84,2.87,300.05
2014,9,6,23,13.79,83.62,0,97.83,2.28,301.13
2014,9,7,0,13.98,86.38,0,97.83,1.83,299.74
2014,9,7,1,14.1,88.62,0,97.83,1.45,295.18
2014,9,7,2,14.16,89.94,0,97.85,1.11,290.22
2014,9,7,3,14.22,91.12,0,97.85,0.72,285.69
2014,9,7,4,14.22,91.69,0,97.87,0.27,264.96
2014,9,7,5,14.1,92.44,0,97.89,0.27,163.14
2014,9,7,6,13.98,88.12,0,97.92,0.46,149.53
2014,9,7,7,12.88,70.62,0,97.95,0.66,208.99
2014,9,7,8,11.35,53.19,0.01,97.97,1.18,233.58
2014,9,7,9,10.44,42.81,0.01,97.97,1.91,239.24
2014,9,7,10,9.95,37,0.01,97.95,2.81,242.51
2014,9,7,11,9.64,33.5,0.01,97.93,3.69,244.68
2014,9,7,12,9.34,31.31,0.01,97.91,4.46,245.5
2014,9,7,13,9.28,30.62,0.01,97.88,5.1,245.83
2014,9,7,14,9.28,31.5,0.01,97.86,5.53,245.97
2014,9,7,15,9.46,33.44,0.01,97.87,5.63,246.43
2014,9,7,16,9.64,36.5,0.01,97.9,5.38,247.27
2014,9,7,17,9.95,41.12,0,97.95,4.98,249.23
2014,9,7,18,10.38,48.94,0,97.99,4.36,254.42
2014,9,7,19,11.05,57.5,0,98.05,3.58,260.7
2014,9,7,20,11.6,63.69,0,98.11,2.79,266.94
2014,9,7,21,12.02,68.31,0,98.12,2.12,272.11
2014,9,7,22,12.27,71.75,0,98.12,1.53,276.15
2014,9,7,23,12.45,74.06,0,98.12,1.05,287.35
2014,9,8,0,12.51,75.31,0,98.11,0.68,312.67
2014,9,8,1,12.45,75.69,0,98.11,0.46,356.12
2014,9,8,2,12.39,76.56,0,98.11,0.5,48.14
2014,9,8,3,12.39,77.62,0,98.12,0.66,76.29
2014,9,8,4,12.39,78.62,0,98.14,0.79,87.73
2014,9,8,5,12.45,79.81,0,98.16,0.8,97.82
2014,9,8,6,12.45,77.12,0.01,98.2,0.73,111.91
2014,9,8,7,12.08,66.44,0.03,98.22,0.38,166.83
2014,9,8,8,11.35,55.38,0.07,98.25,0.59,228.24
2014,9,8,9,10.68,47.25,0.1,98.26,1.28,254.78
2014,9,8,10,10.31,42.31,0.08,98.25,2.23,267.39
2014,9,8,11,10.13,39.19,0.08,98.24,2.99,274.04
2014,9,8,12,10.13,37.81,0.09,98.22,3.66,279.34
2014,9,8,13,10.19,37.44,0.08,98.19,4.22,284.37
2014,9,8,14,10.19,37.69,0.07,98.16,4.64,288.77
2014,9,8,15,10.19,38.81,0.04,98.15,4.83,293.75
2014,9,8,16,10.19,40.94,0.02,98.16,4.8,300.74
2014,9,8,17,10.19,43.94,0,98.19,4.67,309.44
2014,9,8,18,10.25,48.56,0,98.23,4.35,314.71
2014,9,8,19,10.56,54.19,0,98.29,4.01,318.08
2014,9,8,20,10.86,59.38,0,98.34,3.63,325.08
2014,9,8,21,11.17,64.12,0,98.35,3.31,332.29
2014,9,8,22,11.41,68.5,0,98.34,3.18,341.21
2014,9,8,23,11.47,71.75,0,98.33,3.25,351.01
2014,9,9,0,11.47,74,0,98.3,3.27,0.68
2014,9,9,1,11.41,75.94,0,98.28,3.25,9.39
2014,9,9,2,11.35,78.06,0,98.26,3.22,14.78
2014,9,9,3,11.29,80.44,0,98.26,3.16,17.58
2014,9,9,4,11.35,82.88,0,98.27,3.19,22.3
2014,9,9,5,11.35,85.38,0,98.27,3.41,30.85
2014,9,9,6,11.35,79.69,0,98.28,3.34,39.02
2014,9,9,7,10.99,63.81,0,98.27,3.38,35.97
2014,9,9,8,10.25,48.81,0,98.27,3.1,32.97
2014,9,9,9,9.58,39.62,0,98.25,2.51,24.09
2014,9,9,10,9.28,34.06,0.01,98.2,2.14,4.4
2014,9,9,11,8.97,30.38,0.01,98.15,2.26,338.13
2014,9,9,12,8.67,27.94,0.02,98.1,2.87,319.64
2014,9,9,13,8.42,26.62,0.02,98.06,3.6,311.22
2014,9,9,14,8.3,26.44,0.02,98.02,4.33,306.13
2014,9,9,15,8.24,27.12,0.02,98,5.01,304.33
2014,9,9,16,8.24,28.81,0.01,98,5.61,304.91
2014,9,9,17,8.24,31.5,0,98.02,5.97,305.08
2014,9,9,18,8.54,37.5,0,98.04,5.91,302.91
2014,9,9,19,9.09,44.56,0,98.08,5.52,306.95
2014,9,9,20,9.64,51.44,0,98.12,4.87,314.41
2014,9,9,21,9.95,56.12,0,98.12,4.45,326.09
2014,9,9,22,10.07,59.19,0,98.1,4.03,336.32
2014,9,9,23,9.95,60.94,0,98.09,3.72,344.04
2014,9,10,0,9.83,62.19,0,98.09,3.47,348.59
2014,9,10,1,9.77,63.38,0,98.1,3.24,351.67
2014,9,10,2,9.83,64.69,0,98.09,3,353.26
2014,9,10,3,9.89,66.31,0,98.08,2.77,354
2014,9,10,4,9.95,67.94,0,98.08,2.54,356.12
2014,9,10,5,10.01,70.31,0,98.08,2.29,3.13
2014,9,10,6,10.13,68.5,0,98.08,2,13.55
2014,9,10,7,9.83,56,0,98.08,2.01,5.36
2014,9,10,8,9.46,44.38,0.02,98.08,1.5,354.02
2014,9,10,9,9.09,36.94,0.02,98.07,1.04,314.09
2014,9,10,10,8.97,32.88,0.02,98.05,1.7,278.73
2014,9,10,11,8.85,30.38,0.02,98.01,2.57,275.76
2014,9,10,12,8.73,28.69,0.03,97.99,3.24,278.74
2014,9,10,13,8.67,27.88,0.03,97.95,3.86,281.31
2014,9,10,14,8.67,28.19,0.03,97.91,4.3,283.66
2014,9,10,15,8.73,29.5,0.02,97.9,4.47,285.84
2014,9,10,16,8.85,31.69,0.02,97.9,4.4,288.31
2014,9,10,17,9.03,34.69,0,97.91,4.3,289.52
2014,9,10,18,9.28,40.69,0,97.95,4.37,285.78
2014,9,10,19,9.77,46.81,0,98.01,4.16,289.96
2014,9,10,20,10.19,53,0,98.06,3.48,299.04
2014,9,10,21,10.56,58.12,0,98.08,2.64,310.2
2014,9,10,22,10.86,62.5,0,98.1,1.91,318.31
2014,9,10,23,11.05,66.12,0,98.12,1.46,329.72
2014,9,11,0,11.11,68.44,0,98.14,1.32,2.37
2014,9,11,1,11.11,70.19,0,98.14,1.58,37.15
2014,9,11,2,11.11,72.25,0,98.15,1.98,60.2
2014,9,11,3,11.11,74.81,0,98.15,2.26,73.57
2014,9,11,4,11.11,77.25,0,98.16,2.48,80.03
2014,9,11,5,11.11,80.5,0,98.18,2.74,82.29
2014,9,11,6,11.17,75.88,0,98.22,2.81,84.42
2014,9,11,7,10.68,60,0,98.25,2.02,89.33
2014,9,11,8,9.4,42.12,0,98.27,1.3,80.31
2014,9,11,9,8.67,33.06,0,98.29,0.68,99.89
2014,9,11,10,8.18,28.25,0,98.27,0.68,190.54
2014,9,11,11,7.81,25.06,0,98.25,1.54,223.35
2014,9,11,12,7.63,23.38,0,98.23,2.54,236.41
2014,9,11,13,7.57,22.81,0,98.2,3.57,244.44
2014,9,11,14,7.57,23.38,0,98.18,4.51,250.06
2014,9,11,15,7.63,24.88,0,98.18,5.15,254.42
2014,9,11,16,7.75,27.31,0,98.2,5.47,258.96
2014,9,11,17,7.93,31.12,0,98.23,5.51,263.98
2014,9,11,18,8.24,37.94,0,98.27,5.14,268.69
2014,9,11,19,8.79,45.44,0,98.32,4.41,276.51
2014,9,11,20,9.4,51.75,0,98.36,3.61,285.69
2014,9,11,21,10.01,57.56,0,98.37,2.88,293.3
2014,9,11,22,10.5,62.56,0,98.36,2.2,300.75
2014,9,11,23,10.8,65.44,0,98.36,1.5,307.17
2014,9,12,0,10.86,67.31,0,98.36,0.85,304.56
2014,9,12,1,10.99,68.56,0,98.35,0.4,270
2014,9,12,2,11.05,70.44,0,98.36,0.51,201.48
2014,9,12,3,11.17,73.62,0,98.36,0.85,184.76
